,TractFIPS,ARTHRITIS,BPHIGH,CANCER,CASTHMA,CHD,COPD,DIABETES,HIGHCHOL,KIDNEY,OBESITY,STROKE,BINGE,CSMOKING,LPA,SLEEP,MHLTH,PHLTH,ACCESS2,CHECKUP,CHOLSCREEN,DENTAL,City,Year
17630,17031440700.0,26.0,44.4,6.7,11.2,6.8,6.9,17.5,31.7,4.5,40.5,5.4,12.2,15.2,32.9,41.2,13.9,12.7,8.4,84.2,86.5,57.1,Chicago,2023
17631,17031440800.0,27.3,46.5,5.5,13.6,7.7,10.3,21.5,31.6,4.9,47.4,6.3,11.2,24.9,43.5,46.1,19.5,17.5,13.7,82.9,80.4,42.0,Chicago,2023
17632,17031440900.0,26.3,44.8,6.1,12.3,7.1,8.3,18.8,31.4,4.6,43.1,5.8,11.7,19.6,37.7,43.2,16.1,14.7,11.1,83.3,84.0,50.3,Chicago,2023
17633,17031450300.0,26.8,45.1,6.5,11.9,6.9,7.8,18.4,31.9,4.7,42.4,5.6,12.2,17.8,35.2,42.8,15.0,13.9,10.0,83.7,85.9,53.7,Chicago,2023
17634,17031460100.0,22.8,39.6,4.9,12.0,6.5,8.0,17.5,30.3,4.0,43.5,4.8,13.3,21.3,39.1,42.6,17.8,15.2,15.2,79.9,79.5,46.4,Chicago,2023
17635,17031460200.0,20.8,35.4,4.2,12.0,6.6,8.3,18.1,30.7,3.9,44.4,4.2,13.6,23.3,44.9,40.7,19.9,17.4,24.5,76.5,74.4,40.3,Chicago,2023
17636,17031460301.0,21.9,38.1,4.5,12.3,6.5,8.6,17.5,30.0,4.0,44.2,4.8,13.7,23.9,43.0,43.1,19.4,16.5,20.6,78.1,76.1,41.5,Chicago,2023
17637,17031460302.0,24.7,43.3,4.9,13.1,7.1,9.8,19.6,30.4,4.4,46.8,5.7,12.4,25.9,43.7,45.9,19.9,17.1,16.3,80.9,77.6,40.5,Chicago,2023
17638,17031460400.0,24.5,42.2,5.8,11.7,6.2,7.1,16.9,30.3,4.1,42.3,4.9,12.8,17.8,34.5,43.0,15.6,13.2,9.7,83.0,84.6,53.9,Chicago,2023
17639,17031460600.0,20.9,36.6,4.5,11.9,5.6,7.2,15.8,28.7,3.7,42.5,4.3,13.9,20.6,38.9,42.5,18.1,14.2,16.4,79.2,78.1,46.6,Chicago,2023
17640,17031460700.0,19.0,33.5,3.6,12.8,6.0,8.3,16.7,28.6,3.7,44.7,4.1,13.8,25.3,47.0,42.2,22.0,17.6,27.7,75.4,70.5,36.3,Chicago,2023
17641,17031461000.0,32.0,49.7,8.4,10.8,11.6,11.2,25.0,39.4,6.5,41.0,7.8,10.2,18.3,45.4,38.3,14.3,18.3,20.2,83.0,84.8,46.3,Chicago,2023
17642,17031470100.0,26.2,44.3,6.3,12.0,6.9,8.2,18.2,31.5,4.6,42.4,5.6,12.3,19.4,37.4,43.3,15.9,14.3,11.4,83.1,83.9,50.7,Chicago,2023
17643,17031480100.0,28.8,47.4,8.0,10.8,7.5,7.0,18.7,34.0,5.0,39.7,5.7,11.3,13.5,31.8,40.0,12.3,12.5,7.5,85.7,89.4,60.5,Chicago,2023
17644,17031480200.0,25.9,42.9,7.2,11.1,6.4,6.2,16.0,31.3,4.5,38.4,5.2,12.3,13.2,30.4,40.2,13.1,11.8,7.6,84.6,88.4,61.8,Chicago,2023
17645,17031480300.0,26.5,44.4,7.0,11.3,6.8,6.7,17.5,31.7,4.6,40.7,5.3,12.0,14.2,31.5,40.9,13.7,12.4,7.7,84.6,87.6,58.9,Chicago,2023
17646,17031480400.0,27.6,46.2,7.5,10.8,7.1,6.9,18.1,33.3,4.8,40.1,5.5,11.8,14.0,31.6,40.4,12.6,12.4,7.9,85.1,88.8,60.0,Chicago,2023
17647,17031480500.0,25.9,43.7,5.9,11.8,7.2,8.5,19.1,32.4,4.5,43.2,5.5,12.4,20.2,39.0,42.5,16.1,15.2,13.6,82.0,83.0,48.9,Chicago,2023
17648,17031490300.0,27.6,45.9,7.4,11.2,7.1,7.0,18.1,32.5,4.9,40.2,5.7,11.7,14.4,32.5,40.8,13.2,12.8,7.9,85.0,88.1,58.6,Chicago,2023
17649,17031490500.0,22.2,38.5,5.9,11.6,5.8,5.9,14.6,28.5,4.0,37.3,4.6,13.5,13.4,30.3,40.1,15.3,11.4,8.3,82.7,82.9,58.8,Chicago,2023
17650,17031490600.0,26.8,45.2,7.0,11.5,7.3,7.5,18.2,32.1,4.8,40.7,5.7,12.1,16.0,33.6,41.5,14.2,13.3,9.4,84.0,86.5,55.8,Chicago,2023
17651,17031490700.0,25.1,42.8,6.2,11.7,6.5,7.3,17.0,30.7,4.4,41.5,5.3,13.1,17.6,34.6,43.0,15.4,13.3,10.4,82.9,84.3,53.7,Chicago,2023
17652,17031490800.0,27.0,45.4,6.5,12.0,7.1,7.9,18.9,32.0,4.7,42.8,5.7,12.0,17.6,35.6,42.8,15.4,14.1,9.7,83.9,85.3,53.3,Chicago,2023
17653,17031490901.0,25.4,43.8,5.6,12.6,6.8,8.5,18.5,30.9,4.4,44.2,5.5,12.6,21.4,38.4,44.8,17.3,15.1,12.2,82.4,82.4,48.1,Chicago,2023
17654,17031490902.0,25.8,43.8,6.5,11.6,6.6,7.1,17.4,31.5,4.5,40.9,5.4,12.4,16.0,33.0,41.8,14.4,13.0,9.1,83.9,86.4,56.5,Chicago,2023
17655,17031491000.0,25.8,44.7,5.2,13.5,7.4,10.2,20.1,31.0,4.6,46.1,6.1,12.0,25.4,43.0,46.0,19.7,17.2,15.3,81.7,78.6,41.5,Chicago,2023
17656,17031491100.0,28.2,47.0,7.5,11.4,7.9,8.0,19.1,33.6,5.1,40.4,6.2,11.5,16.0,34.9,41.2,13.8,13.8,9.8,84.6,87.1,55.5,Chicago,2023
17657,17031491200.0,26.2,44.8,6.1,12.0,7.1,8.0,19.0,31.6,4.6,43.5,5.5,12.2,18.3,36.1,43.2,16.0,14.1,10.2,83.5,83.9,51.4,Chicago,2023
17658,17031491300.0,24.7,43.6,5.0,13.2,7.0,9.4,19.3,30.3,4.4,45.9,5.7,12.3,24.4,41.7,45.6,19.3,16.4,14.6,81.6,78.8,42.8,Chicago,2023
17659,17031491400.0,23.4,41.4,4.9,12.9,6.0,8.0,17.2,29.2,4.0,44.5,5.0,13.1,21.8,37.4,45.2,18.3,14.8,12.4,81.6,81.1,47.7,Chicago,2023
17660,17031500100.0,24.7,41.5,6.6,11.2,5.8,6.0,15.5,30.4,4.2,39.4,4.7,13.1,13.9,30.0,41.1,13.6,11.5,7.7,83.9,87.2,60.7,Chicago,2023
17661,17031500200.0,22.7,40.2,4.6,13.3,5.8,8.1,17.0,28.2,3.9,45.4,4.8,12.9,22.6,38.5,45.5,19.5,14.9,12.7,81.4,79.2,45.6,Chicago,2023
17662,17031500300.0,20.7,32.0,5.5,10.3,5.5,6.4,12.5,30.4,3.2,36.8,3.3,16.0,16.0,30.1,36.0,14.9,12.2,12.2,77.4,82.3,57.7,Chicago,2023
17663,17031510100.0,19.5,29.9,5.2,9.7,6.7,6.8,14.8,32.0,3.8,36.9,3.7,15.7,16.7,40.1,34.4,15.9,15.0,27.4,73.7,77.3,48.4,Chicago,2023
17664,17031510200.0,26.2,43.4,6.0,11.9,7.7,9.0,19.7,32.7,4.7,43.7,5.6,12.2,20.5,39.4,41.7,16.7,15.9,14.6,81.5,82.1,48.0,Chicago,2023
17665,17031510300.0,29.2,48.5,6.1,13.4,8.3,10.8,22.7,33.1,5.2,47.3,6.7,11.0,24.3,43.1,45.6,18.5,17.8,13.5,83.4,81.9,43.2,Chicago,2023
17666,17031520100.0,16.8,26.7,4.1,9.9,5.5,6.4,13.2,29.8,3.2,37.2,3.2,16.7,18.2,40.9,35.0,17.2,14.8,30.9,71.3,73.4,45.7,Chicago,2023
17667,17031520200.0,17.8,29.2,4.0,10.1,5.9,6.7,15.1,30.1,3.4,40.2,3.4,15.9,19.3,42.4,36.6,17.8,15.5,28.8,72.8,73.6,43.9,Chicago,2023
17668,17031520300.0,17.0,26.2,4.4,9.6,5.4,5.9,12.6,29.8,3.2,36.4,3.0,17.4,16.5,38.1,34.4,16.2,13.9,28.0,71.7,75.9,49.4,Chicago,2023
17669,17031520400.0,18.8,27.9,5.3,9.1,5.9,6.1,12.7,31.1,3.4,35.3,3.2,16.8,14.9,36.1,33.3,14.7,13.3,23.8,73.6,79.1,53.5,Chicago,2023
17670,17031520500.0,20.5,28.7,6.1,9.2,6.1,6.6,12.0,32.1,3.3,33.6,3.3,16.9,14.8,33.0,32.6,14.4,12.8,19.1,74.6,81.1,57.3,Chicago,2023
17671,17031520600.0,20.4,29.4,5.8,9.3,6.4,6.7,13.3,32.5,3.5,35.1,3.5,16.2,15.2,36.5,33.2,14.8,13.7,23.1,74.5,79.8,53.7,Chicago,2023
17672,17031530100.0,20.6,35.0,4.6,11.5,6.5,7.7,16.6,30.5,3.9,41.3,4.5,14.5,20.9,42.2,40.1,18.1,15.8,24.5,76.3,76.2,43.7,Chicago,2023
17673,17031530200.0,24.0,42.1,5.1,13.0,6.5,8.6,17.9,29.9,4.2,44.3,5.4,12.8,22.7,39.2,45.0,18.4,15.3,13.8,81.5,80.1,45.8,Chicago,2023
17674,17031530300.0,25.7,43.8,6.5,11.6,6.9,7.2,17.5,31.3,4.5,41.1,5.4,12.4,16.3,34.1,42.0,14.8,13.2,9.6,83.7,85.6,55.4,Chicago,2023
17675,17031530400.0,22.5,39.4,5.2,11.8,5.3,6.5,15.3,29.2,3.7,41.4,4.3,13.9,17.3,32.2,42.8,15.6,12.4,9.7,82.0,83.8,55.3,Chicago,2023
17676,17031530501.0,22.6,40.1,5.2,11.6,5.6,6.7,15.6,29.2,3.7,41.6,4.5,13.7,18.0,33.7,43.2,15.9,12.6,10.0,82.1,82.9,53.6,Chicago,2023
17677,17031530502.0,24.5,42.0,5.7,11.9,6.1,7.1,16.7,30.4,4.1,42.0,4.9,13.3,17.8,33.4,43.3,15.6,13.2,9.8,82.8,84.5,54.3,Chicago,2023
17678,17031530503.0,24.5,42.4,5.6,12.0,6.2,7.3,17.3,30.6,4.1,42.7,4.9,12.8,18.3,34.3,43.1,15.8,13.4,10.1,82.8,83.9,53.1,Chicago,2023
17679,17031530600.0,24.2,42.0,5.3,12.5,6.1,7.6,17.5,29.5,4.1,44.5,4.9,12.9,19.8,36.1,44.5,17.5,14.1,10.4,82.5,82.3,50.0,Chicago,2023
17680,17031540101.0,21.8,39.7,3.5,15.3,5.4,10.0,17.5,25.9,3.8,50.5,4.8,12.1,31.8,47.2,49.3,25.4,18.4,18.4,79.8,71.9,33.9,Chicago,2023
17681,17031540102.0,25.7,44.1,4.7,15.2,7.2,11.3,20.8,29.4,4.7,49.5,6.2,11.1,29.1,47.3,48.1,23.7,19.1,16.6,81.8,74.8,35.9,Chicago,2023
17682,17031550100.0,21.7,29.9,6.3,9.4,6.4,7.3,11.9,32.5,3.4,33.9,3.4,16.9,16.2,32.6,33.1,14.9,13.2,17.1,74.9,80.8,56.8,Chicago,2023
17683,17031550200.0,23.4,31.6,7.2,9.1,6.9,7.3,12.3,33.7,3.6,33.4,3.6,16.3,14.8,31.1,32.2,13.9,12.7,14.7,76.5,82.9,59.8,Chicago,2023
17684,17031560100.0,21.0,32.6,6.3,8.9,6.9,6.3,14.1,32.6,4.0,32.9,4.3,15.3,13.6,35.9,33.9,13.2,12.8,21.2,76.2,81.8,55.3,Chicago,2023
17685,17031560200.0,25.0,42.4,6.3,11.1,6.8,7.3,17.3,31.6,4.4,40.6,5.3,13.0,16.9,35.7,41.3,14.8,13.3,12.6,82.3,84.0,53.6,Chicago,2023
17686,17031560300.0,20.4,29.7,5.7,9.5,6.5,7.2,12.9,31.8,3.4,35.1,3.5,16.6,16.8,35.5,33.9,15.6,13.7,21.1,74.0,78.4,52.6,Chicago,2023
17687,17031560400.0,19.8,28.9,5.3,9.7,6.5,7.6,13.3,32.1,3.5,35.1,3.5,16.4,18.2,38.6,33.9,16.2,14.7,25.7,72.6,76.4,48.9,Chicago,2023
17688,17031560700.0,19.4,26.9,5.8,9.2,5.5,6.3,10.3,30.5,3.0,32.3,2.9,18.2,15.2,30.4,32.5,14.9,11.9,16.2,73.6,79.7,58.6,Chicago,2023
17689,17031560800.0,21.3,27.9,6.7,9.2,5.8,6.6,9.9,31.5,3.1,31.3,3.1,18.2,14.7,27.8,31.9,14.3,11.6,12.5,74.8,82.3,62.4,Chicago,2023
17690,17031560900.0,21.6,27.6,7.4,8.7,5.6,5.9,8.8,31.9,2.9,29.0,2.9,18.7,12.7,24.3,30.6,12.8,10.4,9.4,75.8,85.0,68.0,Chicago,2023
17691,17031561000.0,21.6,27.6,7.6,8.6,5.5,5.8,8.7,32.0,3.0,28.3,2.9,18.5,12.1,23.5,30.0,12.4,10.1,9.0,76.1,85.5,69.1,Chicago,2023
17692,17031561100.0,21.5,28.4,7.1,8.8,6.0,6.4,9.8,32.1,3.1,30.1,3.1,17.8,13.4,27.0,30.7,13.3,11.1,12.3,75.4,83.2,64.2,Chicago,2023
17693,17031570100.0,16.4,24.3,4.6,9.4,4.9,5.7,10.3,28.8,2.8,33.2,2.7,18.3,15.6,33.7,33.5,15.7,12.3,23.6,71.4,76.6,53.8,Chicago,2023
17694,17031570200.0,17.8,26.1,5.4,8.8,5.5,5.7,10.9,30.3,3.1,32.6,3.0,17.5,13.7,33.0,32.4,14.0,12.0,22.1,73.0,79.6,56.6,Chicago,2023
17695,17031570300.0,16.4,24.9,4.4,9.3,5.0,5.8,10.9,28.6,2.9,35.1,2.8,18.1,16.2,36.0,34.1,16.1,12.9,25.5,71.3,75.4,51.1,Chicago,2023
17696,17031570400.0,15.9,24.1,4.4,9.2,4.6,5.4,10.3,28.3,2.8,33.7,2.6,18.4,15.4,34.4,33.7,15.5,12.1,23.8,71.4,76.5,53.3,Chicago,2023
17697,17031570500.0,16.3,23.7,4.8,8.9,4.5,5.1,9.5,28.4,2.7,32.5,2.5,19.1,13.9,30.8,32.7,14.5,11.2,20.7,71.9,78.5,57.8,Chicago,2023
17698,17031580100.0,16.1,26.8,3.9,9.2,5.2,5.8,13.7,30.1,3.0,35.4,2.9,16.0,17.8,40.0,35.8,16.4,13.7,26.2,71.8,74.2,46.1,Chicago,2023
17699,17031580200.0,15.9,26.3,3.5,9.9,5.1,6.2,13.9,29.6,3.1,37.5,3.0,16.1,19.7,42.4,36.1,17.7,15.0,30.7,70.8,72.3,42.9,Chicago,2023
17700,17031580300.0,14.6,24.5,3.5,9.2,4.7,4.9,12.6,28.9,3.0,35.0,2.7,17.2,16.6,39.2,35.1,16.0,13.3,29.3,70.4,74.6,47.4,Chicago,2023
17701,17031580400.0,15.1,24.6,3.9,9.0,4.7,5.0,11.7,28.6,2.8,34.8,2.6,17.4,15.8,36.9,34.6,15.5,12.5,25.4,71.4,75.9,50.4,Chicago,2023
17702,17031580501.0,15.5,25.2,3.7,9.6,4.9,5.8,12.6,28.7,2.9,37.0,2.8,17.2,17.8,40.3,35.2,17.2,14.1,30.0,70.7,72.5,45.6,Chicago,2023
17703,17031580502.0,15.1,25.0,3.6,9.5,4.9,5.6,12.4,28.4,2.9,36.9,2.7,17.1,17.7,40.0,35.3,17.0,13.8,29.7,70.6,72.8,45.7,Chicago,2023
17704,17031580600.0,14.1,23.0,3.6,9.1,4.2,4.6,10.8,27.3,2.7,34.7,2.4,18.1,15.1,35.7,34.2,15.8,12.2,26.4,70.7,75.1,50.9,Chicago,2023
17705,17031580700.0,14.3,24.0,3.3,9.5,4.5,5.2,11.9,27.9,2.7,35.8,2.6,17.3,17.6,39.3,35.2,16.9,13.4,29.4,70.1,72.6,46.1,Chicago,2023
17706,17031580800.0,13.8,23.2,3.2,9.6,4.4,5.2,11.4,27.3,2.7,36.8,2.5,18.1,17.5,40.0,35.1,17.3,13.6,32.8,69.3,71.4,45.2,Chicago,2023
17707,17031590500.0,16.2,25.0,4.6,8.8,4.7,5.0,11.0,29.3,2.8,31.5,2.6,17.3,14.6,32.7,33.8,14.6,11.4,18.5,72.6,78.4,55.5,Chicago,2023
17708,17031590600.0,15.7,24.2,4.3,9.0,4.5,4.9,10.9,28.7,2.8,33.1,2.5,18.0,14.1,32.8,33.4,14.8,11.6,21.1,72.2,78.1,55.5,Chicago,2023
17709,17031590700.0,14.7,23.8,3.8,9.1,4.4,4.9,11.2,28.1,2.7,33.5,2.5,17.5,15.2,34.7,34.3,15.6,12.0,22.5,71.5,76.0,51.8,Chicago,2023
17710,17031600400.0,17.3,28.3,4.9,8.1,5.4,5.8,13.5,33.3,2.9,24.2,3.1,12.6,15.6,34.8,34.9,13.6,10.9,12.3,74.3,78.6,52.8,Chicago,2023
17711,17031600600.0,17.9,28.0,4.6,9.2,5.7,6.9,13.4,32.1,3.0,29.8,3.3,14.6,19.4,38.6,35.7,16.1,13.4,19.3,72.5,75.4,47.7,Chicago,2023
17712,17031600700.0,17.0,27.0,4.9,8.2,5.0,5.2,11.7,31.3,2.8,26.9,2.8,15.3,14.2,30.7,34.2,13.4,10.4,12.4,74.1,80.2,57.3,Chicago,2023
17713,17031600900.0,15.0,23.8,4.4,8.4,4.1,4.4,9.7,28.6,2.4,27.4,2.3,17.1,13.0,27.9,33.1,13.8,9.4,11.8,73.3,79.1,60.0,Chicago,2023
17714,17031610300.0,14.5,25.1,3.1,10.1,4.8,5.8,13.0,27.8,2.9,39.0,2.8,17.1,20.1,42.4,36.5,18.5,15.0,33.0,69.8,70.1,41.5,Chicago,2023
17715,17031610400.0,14.7,25.6,3.2,9.9,5.1,5.7,13.7,28.3,3.1,39.9,2.9,17.1,19.9,43.5,36.2,18.2,15.4,35.4,69.6,70.5,40.9,Chicago,2023
17716,17031610800.0,19.4,25.9,5.5,9.5,4.6,6.2,8.7,29.4,2.5,31.7,2.6,19.3,17.4,27.2,33.6,15.8,11.1,9.9,73.6,80.2,61.4,Chicago,2023
17717,17031611100.0,15.7,27.9,3.3,10.2,4.9,5.9,13.6,27.4,3.0,41.0,3.1,16.7,20.5,42.5,38.6,18.5,14.6,29.1,72.2,71.6,42.1,Chicago,2023
17718,17031611200.0,16.7,30.4,3.1,10.9,5.5,7.2,15.6,28.4,3.2,44.0,3.4,15.3,25.1,47.6,40.4,20.4,16.8,32.3,72.3,69.0,35.9,Chicago,2023
17719,17031611300.0,15.2,26.9,3.1,10.3,4.9,6.1,13.8,27.9,3.0,40.7,3.0,16.6,21.1,44.1,37.9,19.0,15.4,33.1,70.9,69.8,40.1,Chicago,2023
17720,17031611400.0,14.0,24.5,3.0,10.0,4.5,5.4,12.4,26.9,2.8,39.5,2.6,17.6,19.6,42.3,37.0,18.4,14.6,33.4,69.7,70.6,42.1,Chicago,2023
17721,17031611500.0,19.5,32.1,4.5,10.1,7.1,7.8,17.2,31.4,4.0,41.4,4.3,15.0,21.0,47.4,37.5,18.0,16.9,34.4,73.0,72.4,39.2,Chicago,2023
17722,17031611600.0,19.7,36.2,3.8,11.9,5.5,7.8,16.1,28.2,3.5,44.6,4.2,14.8,24.9,43.2,44.1,19.5,15.6,21.8,76.8,74.5,40.4,Chicago,2023
17723,17031611700.0,19.8,36.2,3.6,12.5,5.9,8.5,17.0,28.5,3.6,45.4,4.5,14.2,26.4,45.5,44.0,20.9,16.9,24.3,76.3,72.2,37.4,Chicago,2023
17724,17031611800.0,17.8,33.1,3.7,11.3,4.3,5.9,12.8,26.1,3.0,41.0,3.5,16.0,20.2,36.6,43.3,17.6,12.6,16.3,77.5,77.6,48.7,Chicago,2023
17725,17031611900.0,21.7,39.9,4.0,13.3,6.5,9.7,17.9,28.9,3.9,46.6,5.1,13.2,29.2,46.6,46.4,21.7,17.6,21.3,78.2,72.8,35.6,Chicago,2023
17726,17031661100.0,17.5,29.9,4.1,10.7,4.5,5.6,12.1,27.0,3.0,38.9,3.2,16.8,17.7,34.5,39.5,16.6,12.5,18.3,75.5,78.5,51.7,Chicago,2023
17727,17031612000.0,23.1,41.2,4.7,12.7,6.4,8.6,17.6,29.5,4.0,44.4,5.1,12.9,23.4,40.6,44.7,18.8,15.4,15.0,80.8,78.4,44.2,Chicago,2023
17728,17031612100.0,25.1,43.4,5.5,12.6,7.3,9.2,18.8,31.2,4.5,44.0,5.8,12.5,23.2,41.5,44.5,18.0,15.9,15.3,81.4,80.0,44.5,Chicago,2023
17729,17031620100.0,14.4,22.2,4.2,8.6,4.0,4.1,9.5,27.3,2.6,32.4,2.3,19.2,12.3,30.7,32.7,13.9,10.6,21.5,71.7,79.1,58.7,Chicago,2023
17730,17031620200.0,17.0,24.5,5.4,8.7,4.9,5.1,9.4,28.9,2.8,30.9,2.7,19.0,12.6,29.5,31.9,13.8,10.8,19.2,72.7,79.9,60.1,Chicago,2023
17731,17031620300.0,17.9,26.1,4.9,9.7,5.5,6.6,11.3,29.7,3.1,34.9,3.0,17.6,17.0,36.1,34.1,16.3,13.5,24.9,71.9,76.2,51.1,Chicago,2023
17732,17031620400.0,14.2,22.2,4.0,8.7,4.0,4.2,9.7,27.0,2.6,33.4,2.3,19.1,12.9,32.1,32.9,14.4,10.9,23.3,71.3,77.8,56.6,Chicago,2023
17733,17031630200.0,13.0,21.8,3.3,8.8,3.8,4.2,10.0,26.2,2.4,35.0,2.2,19.3,15.0,35.0,34.4,15.6,11.6,26.6,69.9,74.6,51.6,Chicago,2023
17734,17031630300.0,12.7,21.5,3.2,8.8,3.8,4.0,10.0,25.9,2.5,35.3,2.2,19.1,14.4,35.0,34.1,15.3,11.5,27.5,69.9,74.9,51.7,Chicago,2023
17735,17031630400.0,14.7,24.8,3.2,9.7,4.7,5.6,12.8,27.8,2.9,39.5,2.7,17.5,19.0,42.3,36.3,18.1,14.6,32.9,70.0,71.0,42.8,Chicago,2023
17736,17031630500.0,13.6,23.0,3.3,9.1,4.1,4.5,11.1,27.1,2.6,36.4,2.4,18.4,16.0,37.8,34.8,16.1,12.6,29.5,70.1,73.8,48.8,Chicago,2023
17737,17031630800.0,13.5,22.8,3.3,9.4,4.0,4.5,10.8,26.4,2.6,36.1,2.4,18.4,15.4,36.4,34.8,16.3,12.3,27.8,70.5,74.0,50.0,Chicago,2023
17738,17031630900.0,14.9,24.4,3.6,9.5,4.6,5.3,12.0,27.8,2.9,37.5,2.7,18.0,17.0,39.5,35.6,17.0,13.6,30.6,70.4,73.3,46.5,Chicago,2023
17739,17031640100.0,16.7,24.2,4.7,9.1,4.4,5.3,9.4,28.1,2.6,33.2,2.4,19.2,14.5,29.8,33.4,15.0,11.0,17.7,72.5,78.7,58.4,Chicago,2023
17740,17031640300.0,19.3,26.1,6.0,9.0,5.1,5.8,9.3,30.0,2.8,31.7,2.7,18.8,14.1,27.5,32.1,14.2,11.0,13.6,74.1,81.7,62.5,Chicago,2023
17741,17031640400.0,21.3,27.8,6.8,9.1,5.8,6.7,9.4,31.7,3.0,30.4,3.1,18.6,15.2,28.0,31.9,14.1,11.5,12.6,74.5,82.1,62.5,Chicago,2023
17742,17031640500.0,19.4,25.4,6.5,8.6,4.9,5.2,8.2,30.0,2.7,28.9,2.6,19.5,12.1,23.4,30.8,12.9,9.6,10.2,74.7,83.7,67.7,Chicago,2023
17743,17031640600.0,20.6,27.9,6.0,9.7,5.8,7.2,10.5,31.0,3.0,33.1,3.1,17.9,17.1,31.1,33.3,15.8,12.7,15.8,73.7,79.5,57.0,Chicago,2023
17744,17031640700.0,19.3,26.9,5.4,9.4,5.3,6.5,10.7,30.2,2.9,34.3,2.9,18.0,16.8,32.4,33.8,15.5,12.5,17.7,73.3,79.1,56.1,Chicago,2023
17745,17031640800.0,15.7,23.5,4.6,8.6,4.4,4.5,9.5,28.1,2.6,32.2,2.4,18.9,12.3,29.5,32.3,13.8,10.6,18.9,72.7,79.8,60.1,Chicago,2023
17746,17031650100.0,16.7,27.0,3.9,9.8,5.4,6.4,13.4,29.4,3.1,38.9,3.1,16.8,19.3,41.7,36.1,17.6,15.0,30.5,71.2,72.9,44.1,Chicago,2023
17747,17031650200.0,16.5,24.9,4.5,9.2,4.9,5.6,10.7,28.6,2.8,34.8,2.7,18.0,15.8,34.8,33.8,15.5,12.4,24.1,71.8,76.6,52.8,Chicago,2023
17748,17031650301.0,14.9,22.3,4.4,8.7,4.1,4.3,9.1,27.3,2.5,32.4,2.3,19.6,12.5,29.8,32.5,14.0,10.5,20.3,71.7,79.3,59.5,Chicago,2023
17749,17031650302.0,15.7,25.0,3.9,9.6,4.9,5.7,11.9,28.6,2.9,36.6,2.8,17.7,17.3,38.4,34.9,16.6,13.6,28.9,70.8,74.2,47.9,Chicago,2023
17750,17031650400.0,15.6,24.8,4.1,9.2,4.7,5.1,11.4,28.2,2.9,35.8,2.7,17.9,15.3,36.3,34.6,15.7,12.6,26.0,71.7,76.2,51.3,Chicago,2023
17751,17031650500.0,17.2,26.1,5.1,9.0,4.8,4.9,10.3,28.3,3.0,33.1,2.9,18.2,12.9,30.7,33.9,13.9,11.0,19.1,73.9,80.5,59.0,Chicago,2023
17752,17031660301.0,16.4,29.9,3.1,11.1,4.7,6.5,14.3,27.2,3.0,43.1,3.2,15.8,22.9,43.6,40.7,19.6,15.3,27.8,73.4,71.6,40.0,Chicago,2023
17753,17031660302.0,14.9,26.4,3.1,10.5,4.4,5.6,12.5,26.7,2.8,39.7,2.8,16.9,20.0,41.0,38.2,18.4,14.1,29.1,71.6,71.9,43.4,Chicago,2023
17754,17031660400.0,14.0,23.2,3.3,9.7,4.1,5.0,11.0,26.9,2.7,36.6,2.5,18.2,17.0,38.1,35.3,17.0,13.1,29.9,70.1,73.2,47.7,Chicago,2023
17755,17031660500.0,16.1,26.8,3.8,9.8,5.1,5.9,12.7,28.3,3.1,38.1,3.1,17.0,18.3,39.9,36.4,17.2,13.9,28.3,71.9,73.8,46.0,Chicago,2023
17756,17031660600.0,18.5,33.4,3.6,12.1,5.0,7.2,14.8,27.4,3.2,43.2,3.8,15.1,23.2,41.3,42.8,19.7,15.1,21.6,76.2,74.2,42.3,Chicago,2023
17757,17031660700.0,23.8,42.4,4.8,13.2,6.8,9.4,18.5,30.2,4.2,45.1,5.5,12.9,25.4,42.0,45.9,19.4,16.5,15.8,80.5,78.1,41.9,Chicago,2023
17758,17031660800.0,19.5,34.3,4.0,12.0,5.3,7.3,14.9,27.9,3.4,42.6,4.0,14.9,22.3,39.9,42.3,19.1,14.8,19.9,76.9,75.8,44.3,Chicago,2023
17759,17031660900.0,23.3,40.3,4.8,12.8,6.3,8.8,17.3,29.2,3.9,45.2,4.9,13.1,24.4,41.6,45.1,19.7,16.0,15.3,80.2,77.9,43.0,Chicago,2023
17760,17031661000.0,23.2,40.5,4.8,12.7,6.0,8.3,17.2,29.4,3.9,44.1,4.9,13.0,22.5,39.4,44.4,18.5,15.1,14.1,80.8,79.4,45.8,Chicago,2023
17761,17031670100.0,24.7,43.7,4.8,14.0,7.5,10.6,19.9,30.5,4.5,46.4,6.1,12.2,27.8,45.0,46.5,20.8,18.0,17.8,80.5,76.7,38.5,Chicago,2023
17762,17031670300.0,22.8,40.6,4.6,12.8,5.8,7.9,17.1,28.8,3.8,44.8,4.8,13.1,22.5,38.6,45.0,18.6,14.7,13.4,81.1,79.8,46.3,Chicago,2023
17763,17031670400.0,23.7,42.1,4.7,13.2,6.6,9.6,18.5,30.0,4.2,45.4,5.6,12.8,26.4,44.1,45.9,19.9,16.9,17.8,80.0,76.7,39.9,Chicago,2023
17764,17031670700.0,27.1,47.1,5.1,13.9,8.3,11.7,22.6,31.4,5.0,49.8,6.7,11.3,29.7,48.9,47.9,21.6,19.4,17.3,81.8,76.4,35.4,Chicago,2023
